"GÜN","SICAKLIK","ELEKTRİK","MESKEN","ENDÜSTRİ"
"10/9/2017","10.5","5962","182459","111"
"10/10/2017","9","6063.9","182459","111"
"10/11/2017","8.1","5997.4","182459","111"
"10/12/2017","8.2","6148.3","182459","111"
"10/13/2017","8.4","6142.2","182459","111"
"10/14/2017","7.4","6044.1","182459","111"
"10/15/2017","8.8","6127","182459","111"
"10/16/2017","6.5","6281.3","182459","111"
"10/17/2017","4.7","6385.4","182459","111"
"10/18/2017","4.2","6450.5","182459","111"
"10/19/2017","5.8","6580.7","182459","111"
"10/20/2017","7","6609.3","182459","111"
"10/21/2017","7.1","6529.3","182459","111"
"10/22/2017","7","6545.6","182459","111"
"10/23/2017","7.9","6542.3","182459","111"
"10/24/2017","8.1","6423.6","182459","111"
"10/25/2017","10","6422.9","182459","111"
"10/26/2017","10.7","6224.6","182459","111"
"10/27/2017","10.9","6276.8","182459","111"
"10/28/2017","9.5","6282.9","182459","111"
"10/29/2017","6.7","6598","182459","111"
"10/30/2017","8.7","6645.6","182459","111"
"10/31/2017","6","6494.3","182459","111"
"11/1/2017","4.7","6582.6","182530.3","111"
"11/2/2017","2.1","6541.2","183315","111"
"11/3/2017","0.4","6401","183315","111"
"11/4/2017","1.8","6549.3","183315","111"
"11/5/2017","3.8","6662","183315","111"
"11/6/2017","6.4","6617.8","183315","111"
"11/7/2017","5","6784","183315","111"
"11/8/2017","5.6","6454.5","183315","111"
"11/9/2017","6.8","6542.2","183315","111"
"11/10/2017","6.5","6524","183315","111"
"11/11/2017","5.3","6502.2","183315","111"
"11/12/2017","2.9","6666.6","183315","111"
"11/13/2017","3.6","6547.4","183315","111"
"11/14/2017","4.9","6484","183315","111"
"11/15/2017","6.2","6423.8","183315","111"
"11/16/2017","5","6301.1","183315","111"
"11/17/2017","3.9","6385.5","183315","111"
"11/18/2017","4","6468","183315","111"
"11/19/2017","4.4","6508.7","183315","111"
"11/20/2017","3.8","6613.8","183315","111"
"11/21/2017","4.3","6649.5","183315","111"
"11/22/2017","4.1","6639.2","183315","111"
"11/23/2017","-4.4","6785.7","183315","111"
"11/24/2017","11.1","6964.2","180768.8","111"
"11/25/2017","-6.5","6829.2","183315","111"
"11/26/2017","-5.6","7205.7","183315","111"
"11/27/2017","-5.4","7203.2","183315","111"
"11/28/2017","-1.8","7194.8","183315","111"
"11/29/2017","1","7247.6","183315","111"
"11/30/2017","0.5","7168.9","183315","111"
"12/1/2017","-3","7272.8","183423.1","111"
"12/2/2017","-5.5","7275.6","184216","111"
"12/3/2017","-4.6","7240.3","184216","111"
"12/4/2017","-3.4","7278.4","184216","111"
"12/5/2017","-1.9","7228.8","184216","111"
"12/6/2017","2.2","7281.9","184216","111"
"12/7/2017","-3.9","7252","184216","111"
"12/8/2017","-5.5","7425.7","184216","111"
"12/9/2017","-3.7","7454.7","184216","111"
"12/10/2017","-6.6","7555.6","184216","111"
"12/11/2017","-8.9","7555.6","184216","111"
"12/12/2017","-6.6","7656.9","184216","111"
"12/13/2017","-6.1","7604.5","184216","111"
"12/14/2017","-4.2","7604.8","184216","111"
"12/15/2017","-3.2","7648","184216","111"
"12/16/2017","-3.6","7576.1","184216","111"
"12/17/2017","-4.1","7639.4","184216","111"
"12/18/2017","-1.4","7490.6","184216","111"
"12/19/2017","2","7546","184216","111"
"12/20/2017","2.6","7405.2","184216","111"
"12/21/2017","1.5","7519.4","184216","111"
"12/22/2017","2.5","7396.1","184216","111"
"12/23/2017","3.4","7437.5","184216","111"
"12/24/2017","4.2","7198.9","184216","111"
"12/25/2017","1.9","7080.5","184216","111"
"12/26/2017","-2.3","7014.5","184216","111"
"12/27/2017","-3.6","7146.1","184216","111"
"12/28/2017","-2.8","7102","184216","111"
"12/29/2017","0.3","7224.8","184216","111"
"12/30/2017","2.7","7142.3","184216","111"
"12/31/2017","4","7170.6","184216","111"
